"Relative Time","Hits"
"00:00","0"
"00:01","0"
"00:02","14"
"00:03","0"
"00:04","0"
"00:05","14"
"00:06","0"
"00:07","0"
"00:08","14"
"00:09","0"
"00:10","0"
"00:11","14"
"00:12","0"
"00:13","0"
"00:14","14"
"00:15","0"
"00:16","0"
"00:17","14"
"00:18","0"
"00:19","0"
"00:20","14"
"00:21","0"
"00:22","0"
"00:23","14"
"00:24","0"
"00:25","0"
"00:26","14"
"00:27","0"
"00:28","0"
"00:29","14"
"00:30","0"
