"Relative Time","Throughput"
"00:00","0"
"00:01","0"
"00:02","3998"
"00:03","0"
"00:04","0"
"00:05","3998"
"00:06","0"
"00:07","0"
"00:08","3998"
"00:09","0"
"00:10","0"
"00:11","3998"
"00:12","0"
"00:13","0"
"00:14","3998"
"00:15","0"
"00:16","0"
"00:17","3998"
"00:18","0"
"00:19","0"
"00:20","3998"
"00:21","0"
"00:22","0"
"00:23","3998"
"00:24","0"
"00:25","0"
"00:26","3998"
"00:27","0"
"00:28","0"
"00:29","3998"
"00:30","0"
