10 1711077815 0.000193 1 0.000193 0.000193 0.000193
12 1711077815 1.347063 1 1.347063 1.347063 1.347063
22 1711077825 0.933369 1 0.933369 0.933369 0.933369
10 1711077825 0.000129 1 0.000129 0.000129 0.000129
12 1711077825 2.558128 1 2.558128 2.558128 2.558128
24 1711077835 22.287903 1 22.287903 22.287903 22.287903
22 1711077835 0.507078 1 0.507078 0.507078 0.507078
10 1711077835 0.000130 1 0.000130 0.000130 0.000130
12 1711077835 1.639664 2 1.639664 1.639664 1.639664
24 1711077845 23.087614 1 23.087614 23.087614 23.087614
22 1711077845 0.307107 1 0.307107 0.307107 0.307107
10 1711077845 0.000154 1 0.000154 0.000154 0.000154
12 1711077845 0.827798 1 0.827798 0.827798 0.827798
22 1711077850 0.919810 1 0.919810 0.919810 0.919810
12 1711077850 1.396142 1 1.396142 1.396142 1.396142
24 1711077855 22.602431 1 22.602431 22.602431 22.602431
22 1711077855 1.251451 1 1.251451 1.251451 1.251451
10 1711077855 0.000131 1 0.000131 0.000131 0.000131
12 1711077855 3.794496 1 3.794496 3.794496 3.794496
24 1711077860 21.924156 1 21.924156 21.924156 21.924156
22 1711077860 0.991073 1 0.991073 0.991073 0.991073
12 1711077860 3.640085 2 3.640085 3.640085 3.640085
24 1711077865 22.108136 1 22.108136 22.108136 22.108136
12 1711077865 1.072330 1 1.072330 1.072330 1.072330
24 1711077870 22.402485 1 22.402485 22.402485 22.402485
22 1711077870 0.980464 3 0.980464 0.980464 0.980464
12 1711077870 2.132721 1 2.132721 2.132721 2.132721
22 1711077875 0.522534 1 0.522534 0.522534 0.522534
24 1711077880 24.694488 3 24.694488 24.694488 24.694488
24 1711077885 21.607530 1 21.607530 21.607530 21.607530
22 1711077885 2.395976 1 2.395976 2.395976 2.395976
12 1711077885 2.970418 3 2.970418 2.970418 2.970418
12 1711077890 2.471887 1 2.471887 2.471887 2.471887
24 1711077895 24.551592 1 24.551592 24.551592 24.551592
22 1711077895 0.631819 3 0.631819 0.631819 0.631819
12 1711077895 0.903038 1 0.903038 0.903038 0.903038
22 1711077900 1.591046 1 1.591046 1.591046 1.591046
24 1711077905 23.624024 3 23.624024 23.624024 23.624024
22 1711077905 0.235998 1 0.235998 0.235998 0.235998
12 1711077905 0.697862 3 0.697862 0.697862 0.697862
24 1711077910 24.073734 1 24.073734 24.073734 24.073734
24 1711077915 21.167779 1 21.167779 21.167779 21.167779
