23 1717104054 1.600000 8 1.600000 1.600000 1.600000
23 1717104059 2.800000 14 2.800000 2.800000 2.800000
23 1717104064 3.000000 15 3.000000 3.000000 3.000000
23 1717104069 2.800000 14 2.800000 2.800000 2.800000
23 1717104074 2.800000 14 2.800000 2.800000 2.800000
23 1717104079 2.600000 13 2.600000 2.600000 2.600000
23 1717104084 3.000000 15 3.000000 3.000000 3.000000
23 1717104089 2.800000 14 2.800000 2.800000 2.800000
23 1717104094 2.800000 14 2.800000 2.800000 2.800000
23 1717104099 2.800000 14 2.800000 2.800000 2.800000
23 1717104104 3.000000 15 3.000000 3.000000 3.000000
23 1717104109 2.600000 13 2.600000 2.600000 2.600000
23 1717104114 2.800000 14 2.800000 2.800000 2.800000
23 1717104119 2.800000 14 2.800000 2.800000 2.800000
23 1717104124 2.800000 14 2.800000 2.800000 2.800000
23 1717104129 2.400000 12 2.400000 2.400000 2.400000
23 1717104134 1.800000 9 1.800000 1.800000 1.800000
23 1717104139 2.600000 13 2.600000 2.600000 2.600000
23 1717104144 2.800000 14 2.800000 2.800000 2.800000
23 1717104149 3.000000 15 3.000000 3.000000 3.000000
23 1717104154 2.800000 14 2.800000 2.800000 2.800000
23 1717104159 2.800000 14 2.800000 2.800000 2.800000
23 1717104164 2.800000 14 2.800000 2.800000 2.800000
23 1717104169 2.800000 14 2.800000 2.800000 2.800000
23 1717104174 2.800000 14 2.800000 2.800000 2.800000
23 1717104179 2.600000 13 2.600000 2.600000 2.600000
23 1717104184 2.200000 11 2.200000 2.200000 2.200000
23 1717104189 2.800000 14 2.800000 2.800000 2.800000
23 1717104194 2.600000 13 2.600000 2.600000 2.600000
23 1717104199 2.800000 14 2.800000 2.800000 2.800000
23 1717104204 2.600000 13 2.600000 2.600000 2.600000
23 1717104209 2.600000 13 2.600000 2.600000 2.600000
23 1717104214 2.600000 13 2.600000 2.600000 2.600000
23 1717104219 2.800000 14 2.800000 2.800000 2.800000
23 1717104224 2.800000 14 2.800000 2.800000 2.800000
23 1717104229 2.800000 14 2.800000 2.800000 2.800000
23 1717104234 2.600000 13 2.600000 2.600000 2.600000
23 1717104239 2.600000 13 2.600000 2.600000 2.600000
23 1717104244 3.000000 15 3.000000 3.000000 3.000000
23 1717104249 2.600000 13 2.600000 2.600000 2.600000
23 1717104254 2.800000 14 2.800000 2.800000 2.800000
23 1717104259 2.800000 14 2.800000 2.800000 2.800000
23 1717104264 3.000000 15 3.000000 3.000000 3.000000
23 1717104269 2.600000 13 2.600000 2.600000 2.600000
23 1717104274 3.000000 15 3.000000 3.000000 3.000000
23 1717104279 2.200000 11 2.200000 2.200000 2.200000
23 1717104284 2.800000 14 2.800000 2.800000 2.800000
23 1717104289 2.800000 14 2.800000 2.800000 2.800000
23 1717104294 2.800000 14 2.800000 2.800000 2.800000
23 1717104299 2.800000 14 2.800000 2.800000 2.800000
23 1717104304 2.800000 14 2.800000 2.800000 2.800000
23 1717104309 2.800000 14 2.800000 2.800000 2.800000
23 1717104314 2.800000 14 2.800000 2.800000 2.800000
23 1717104319 2.600000 13 2.600000 2.600000 2.600000
23 1717104324 2.600000 13 2.600000 2.600000 2.600000
23 1717104329 2.800000 14 2.800000 2.800000 2.800000
23 1717104334 2.800000 14 2.800000 2.800000 2.800000
23 1717104339 2.800000 14 2.800000 2.800000 2.800000
23 1717104344 2.800000 14 2.800000 2.800000 2.800000
23 1717104349 2.800000 14 2.800000 2.800000 2.800000
23 1717104354 2.800000 14 2.800000 2.800000 2.800000
23 1717104359 2.600000 13 2.600000 2.600000 2.600000
23 1717104364 2.800000 14 2.800000 2.800000 2.800000
23 1717104369 2.800000 14 2.800000 2.800000 2.800000
23 1717104374 2.600000 13 2.600000 2.600000 2.600000
23 1717104379 2.600000 13 2.600000 2.600000 2.600000
23 1717104384 2.800000 14 2.800000 2.800000 2.800000
23 1717104389 2.600000 13 2.600000 2.600000 2.600000
23 1717104394 2.400000 12 2.400000 2.400000 2.400000
23 1717104399 2.800000 14 2.800000 2.800000 2.800000
23 1717104404 2.800000 14 2.800000 2.800000 2.800000
23 1717104409 2.800000 14 2.800000 2.800000 2.800000
23 1717104414 2.800000 14 2.800000 2.800000 2.800000
23 1717104419 2.800000 14 2.800000 2.800000 2.800000
23 1717104424 2.800000 14 2.800000 2.800000 2.800000
23 1717104429 2.800000 14 2.800000 2.800000 2.800000
23 1717104434 2.600000 13 2.600000 2.600000 2.600000
23 1717104439 2.800000 14 2.800000 2.800000 2.800000
23 1717104444 2.800000 14 2.800000 2.800000 2.800000
